id,,Informasi umum,Nama entitas,Penjelasan perubahan nama dari akhir periode laporan sebelumnya,Kode entitas,Nomor identifikasi entitas,Industri utama entitas,Sektor,Subsektor,Informasi pemegang saham pengendali,Jenis entitas,Jenis efek yang dicatatkan,Jenis papan perdagangan tempat entitas tercatat,Apakah merupakan laporan keuangan satu entitas atau suatu kelompok entitas,Periode penyampaian laporan keuangan,Tanggal awal periode berjalan,Tanggal akhir periode berjalan,Tanggal akhir tahun sebelumnya,Tanggal awal periode sebelumnya,Tanggal akhir periode sebelumnya,Mata uang pelaporan,Kurs konversi pada tanggal pelaporan jika mata uang penyajian selain rupiah,Pembulatan yang digunakan dalam penyajian jumlah dalam laporan keuangan,Jenis laporan atas laporan keuangan,Jenis opini auditor,"Hal yang diungkapkan dalam paragraf pendapat untuk penekanan atas suatu masalah atau paragraf penjelasan lainnya, jika ada",Hasil penugasan review,Tanggal laporan audit atau hasil laporan review,Auditor tahun berjalan,Nama partner audit tahun berjalan,Lama tahun penugasan partner yang menandatangani,Auditor tahun sebelumnya,Nama partner audit tahun sebelumnya,Kepatuhan terhadap pemenuhan peraturan BAPEPAM LK VIII G 11 tentang tanggung jawab direksi atas laporan keuangan,Kepatuhan terhadap pemenuhan peraturan BAPEPAM LK VIII A dua tentang independensi akuntan yang memberikan jasa audit di pasar modal
2018AuditPOLYFinancialStatement2018TahunanPOLYxlsx.xlsx,31 December 2018,,Asia Pacific Fibers Tbk,,POLY,AA131,Umum / General,4. Miscellaneous Industry,"43. Textile, Garment",Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 18, 2019",HENDRAWINATA HANNY ERWIN & SUMARGO,"Iskariman Supardjo, CPA",2,HENDRAWINATA HANNY ERWIN & SUMARGO,"Iskariman Supardjo, CPA",Ya / Yes,Ya / Yes
2018AuditPOOLFinancialStatement2018TahunanPOOLxlsx.xlsx,31 December 2018,,Pool Advista Indonesia Tbk,,POOL,AA133,Umum / General,"9. Trade, Services & Investment",98. Investment Company,Indonesian Government,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 12, 2019",KAP Heliantono & Rekan,Rianita Soelaiman,,"Doli, Bambang, Sulistiyanto, Dadang & Ali","Florensia Siauw, CPA",Ya / Yes,Ya / Yes
2018AuditPORTFinancialStatement2018TahunanPORTxlsx.xlsx,31 December 2018,,PT Nusantara Pelabuhan Handal Tbk.,,PORT,AA751,Infrastruktur / Infrastructure,"7. Infrastructure, Utilities And Transportation",74. Transportation,Indonesian Government,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,2019-03-29,"Amir Abadi Jusuf, Aryanto, Mawar & Rekan",Benny Andria,2,"Aryanto, Amir Jusuf, Mawar & Saptoto",Benny Andria,Ya / Yes,Ya / Yes
2018AuditPOWRFinancialStatement2018TahunanPOWRxlsx.xlsx,31 December 2018,,PT Cikarang Listrindo Tbk.,,POWR,AA727,Infrastruktur / Infrastructure,"7. Infrastructure, Utilities And Transportation",71. Energy,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 22, 2019","Purwantono, Sungkoro & Surja",Hermawan Setiadi,,"Purwantono, Suherman & Surja",Indrajuwana Komala Widjaja,Ya / Yes,Ya / Yes
2018AuditPPREFinancialStatement2018TahunanPPRExlsx.xlsx,31 December 2018,,PT PP Presisi Tbk.,,PPRE,AA789,Infrastruktur / Infrastructure,"7. Infrastructure, Utilities And Transportation",75. Non Building Construction,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 12, 2019",Hertanto Grace Karunawan,Bambang Karunawan,,Hertanto Grace Karunawan,Bambang Karunawan,Ya / Yes,Ya / Yes
2018AuditPPROFinancialStatement2018TahunanPPROxlsx.xlsx,31 December 2018,,PT PP Properti Tbk.,,PPRO,AA705,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,National Corporation,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 19, 2019",Hertanto Grace Karunawan,Wawan Karunawan,,Hertanto Grace Karunawan,Wawan Karunawan,Ya / Yes,Ya / Yes
2018AuditPRASFinancialStatement2018TahunanPRASxlsx.xlsx,31 December 2018,,Prima Alloy Steel Universal Tbk,,PRAS,AA104,Umum / General,4. Miscellaneous Industry,42. Automotive And Components,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 25, 2019","Budiman, Wawan, Pamudji & Rekan",Pamudji,,"Krisnawan, Busroni, Achsin & Alamsyah",Habib Basuni,Ya / Yes,Ya / Yes
2018AuditPRDAFinancialStatement2018TahunanPRDAxlsx.xlsx,31 December 2018,,PT Prodia Widyahusada Tbk.,,PRDA,AA746,Umum / General,"9. Trade, Services & Investment",96. Healthcare,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 21, 2019","Purwantono, Sungkoro & Surja",Peter Surja,,Siddharta Widjaja & Rekan,Samsul Erni,Ya / Yes,Ya / Yes
2018AuditPRIMFinancialStatement2018TahunanPRIMxlsx.xlsx,31 December 2018,,PT Royal Prima Tbk.,,PRIM,AA815,Umum / General,"9. Trade, Services & Investment",96. Healthcare,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 29, 2019","Jamaludin, Ardi, Sukimto & Rekan","Ben Ardi CA, CPA",,Tanubrata Sutanto Fahmi Bambang dan Rekan,Kasner Sirumapea,Ya / Yes,Ya / Yes
2018AuditPSABFinancialStatement2018TahunanPSABxlsx.xlsx,31 December 2018,,J RESOURCES ASIA PASIFIK Tbk,,PSAB,AA407,Umum / General,2. Mining,23. Metal And Mineral Mining,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Dengan Pengecualian / Qualified,,,"March 08, 2019","Mulyamin, Sensi, Suryanto & Lianny",Leo Susanto,,Mulyamin Sensi Suryanto & Lianny,Leo Susanto,Ya / Yes,Ya / Yes
2018AuditPSDNFinancialStatement2018TahunanPSDNxlsx.xlsx,31 December 2018,,Prasidha Aneka Niaga Tbk,,PSDN,AA214,Umum / General,5. Consumer Goods Industry,51. Food And Beverages,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 21, 2019","Purwantono, Suherman & Surja","Danil Setiadi Handaja, CPA",,"Purwantono, Suherman & Surja","Danil Setiadi Handaja, CPA",Ya / Yes,Ya / Yes
2018AuditPSKTFinancialStatement2018TahunanPSKTxlsx.xlsx,31 December 2018,,PT Red Planet Indonesia Tbk,,PSKT,AA243,Properti / Property,"9. Trade, Services & Investment","94. Tourism, Restaurant And  Hotel",National and Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"December 31, 2018","Kanaka Puradiredja, Suhartono","Aris Suryanta, Ak., CA, CPA",3,"Kanaka Puradiredja, Suhartono","Aris Suryanta, Ak., CA, CPA",Ya / Yes,Ya / Yes
2018AuditPSSIFinancialStatement2018TahunanPSSIxlsx.xlsx,31 December 2018,,PT Pelita Samudera Shipping Tbk,,PSSI,AA790,Umum / General,"7. Infrastructure, Utilities And Transportation",74. Transportation,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 15, 2019","Tanuderedja, Wibisana, Rintis & Rekan","Yusron, S.E., Ak., CPA",,"Tanudiredja, Wibisana, Rintis, & Rekan","Yusron, S.E., Ak., CPA",Ya / Yes,Ya / Yes
2018AuditPTBAFinancialStatement2018TahunanPTBAxlsx.xlsx,31 December 2018,,Bukit Asam Tbk,,PTBA,AA405,Umum / General,2. Mining,21. Coal Mining,Indonesian Government,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 06, 2019","Purwantono, Sungkoro & Surja","Muhammad Kurniawan, CPA",,"Purwantono, Suherman & Surja","Muhammad Kurniawan, CPA",Ya / Yes,Ya / Yes
2018AuditPTISFinancialStatement2018TahunanPTISxlsx.xlsx,31 December 2018,,Indo Straits Tbk,,PTIS,AA590,Infrastruktur / Infrastructure,"7. Infrastructure, Utilities And Transportation",74. Transportation,Foreign Corporation,Foreign Company,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,14500.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 26, 2019","Amir Abadi Jusuf, Aryanto, Mawar & Rekan",Donny Iskandar Maramis,2 tahun,"Tanudiredja, Wibisana & Rekan","Yusron, S.E., Ak., CPA",Ya / Yes,Ya / Yes
2018AuditPTPPFinancialStatement2018TahunanPTPPxlsx.xlsx,31 December 2018,,PP (Persero) Tbk,,PTPP,AA545,Infrastruktur / Infrastructure,"6. Property, Real Estate And Building Construction",62. Building Construction,Indonesian Government,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 20, 2019",Hertanto Grace Karunawan,Bambang Karunawan,,Satrio Bing Eny & Rekan,Henri Arifian,Ya / Yes,Ya / Yes
2018AuditPTROFinancialStatement2018TahunanPTROxlsx.xlsx,31 December 2018,,Petrosea Tbk,,PTRO,AA089,Umum / General,2. Mining,21. Coal Mining,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,14481.0,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 15, 2019",Satrio Bing Eny & Rekan,Parlindungan Siahaan,,Satrio Bing Eny & Rekan,Ali Hery,Ya / Yes,Ya / Yes
2018AuditPTSNFinancialStatement2018TahunanPTSNxlsx.xlsx,31 December 2018,,Sat Nusapersada Tbk,,PTSN,AA494,Umum / General,4. Miscellaneous Industry,46. Electronics,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 22, 2019","Johan, Malonda, Mustika & Rekan","H. Fuad Hasan, CPA, CA",,"Johan, Malonda, Mustika & Rekan","H. Fuad Hasan, CPA, CA",Ya / Yes,Ya / Yes
2018AuditPTSPFinancialStatement2018TahunanPTSPxlsx.xlsx,31 December 2018,,Pioneerindo Gourmet International Tbk,,PTSP,AA193,Umum / General,"9. Trade, Services & Investment","94. Tourism, Restaurant And  Hotel",National and Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 26, 2019","Aryanto, Amir Jusuf, Mawar & Saptoto",Donny Iskandar Maramis,,"Aryanto, Amir Jusuf, Mawar & Saptoto",Riki Afrianof,Ya / Yes,Ya / Yes
2018AuditPUDPFinancialStatement2018TahunanPUDPxlsx.xlsx,31 December 2018,,Pudjiadi Prestige Tbk,,PUDP,AA221,Properti / Property,"9. Trade, Services & Investment","94. Tourism, Restaurant And  Hotel",Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 21, 2019","Doli, Bambang, Sudarmadji & Dadang & Ali","Drs. Bambang  Sulistiyanto Ak., MBA., CPA.",,"Doli, Bambang, Sulistiyanto, Dadang & Ali","Triyanto SE., Ak., Msi., CPA.",Ya / Yes,Ya / Yes
2018AuditPWONFinancialStatement2018TahunanPWONxlsx.xlsx,31 December 2018,,Pakuwon Jati Tbk,,PWON,AA038,Umum / General,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 21, 2014",Satrio Bing Eny & Rekan,Alvin Ismanto,,Satrio Bing Eny & Rekan,Bing Harianto,Ya / Yes,Ya / Yes
2018AuditPYFAFinancialStatement2018TahunanPYFAxlsx.xlsx,31 December 2018,,Pyridam Farma Tbk,,PYFA,AA370,Umum / General,5. Consumer Goods Industry,53. Pharmaceuticals,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 18, 2019",Tanubrata Sutanto Fahmi Bambang dan Rekan,"Leko Ekodianto, SE, Ak, CPA, CA",,Tanubrata Sutanto Fahmi Bambang dan Rekan,"Leko Ekodianto, SE, Ak, CPA, CA",Ya / Yes,Ya / Yes
2018AuditPZZAFinancialStatement2018TahunanPZZAxlsx.xlsx,31 December 2018,,PT Sarimelati Kencana Tbk.,,PZZA,AA818,Umum / General,"9. Trade, Services & Investment","94. Tourism, Restaurant And  Hotel",National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 28, 2019","Purwantono, Sungkoro & Surja",Handri Tjendra,1 tahun,"Purwantono, Suherman & Surja",Agung Purwanto,Ya / Yes,Ya / Yes
2018AuditRAJAFinancialStatement2018TahunanRAJAxlsx.xlsx,31 December 2018,,Rukun Raharja Tbk,,RAJA,AA469,Umum / General,"7. Infrastructure, Utilities And Transportation",71. Energy,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 18, 2019","Husni, Mucharam & Rasidi","Drs. Husni Arvan, CA., CPA",2,"Husni, Mucharam & Rasidi","Drs. Husni Arvan, CA., CPA",Ya / Yes,Ya / Yes
2018AuditRALSFinancialStatement2018TahunanRALSxlsx.xlsx,31 December 2018,,Ramayana Lestari Sentosa Tbk,,RALS,AA258,Umum / General,"9. Trade, Services & Investment",93. Retail Trade,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 27, 2019","Purwantono, Sungkoro & Surja",Benediktio Salim CPA,,"Purwantono,Sungkoro,& Surja",Agung Purwanto,Ya / Yes,Ya / Yes
2018AuditRANCFinancialStatement2018TahunanRANCxlsx.xlsx,31 December 2018,,Supra Boga Lestari Tbk,,RANC,AA609,Umum / General,"9. Trade, Services & Investment",93. Retail Trade,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 08, 2019","Teramihardja, Pradhono & Chandra","Drs. Nursal  Ak., CA., CPA",,"Teramihardja, Pradhono & Chandra","Pradhono S.E., Ak., CPA",Ya / Yes,Ya / Yes
2018AuditRBMSFinancialStatement2018TahunanRBMSxlsx.xlsx,31 December 2018,,Ristia Bintang Mahkotasejati Tbk,,RBMS,AA300,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14380.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 19, 2019",Anwar & Rekan,Patricia,,Anwar & Rekan,Patricia,Ya / Yes,Ya / Yes
2018AuditRDTXFinancialStatement2018TahunanRDTXxlsx.xlsx,31 December 2018,,Roda Vivatex Tbk,,RDTX,AA086,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 20, 2019",Johan Malonda Mustika & Rekan,"H. Fuad Hasan, CPA, CA",,"Johan, Malonda, Mustika & Rekan","H. Fuad Hasan, CPA, CA",Ya / Yes,Ya / Yes
2018AuditRELIFinancialStatement2018TahunanRELIxlsx.xlsx,31 December 2018,,Reliance Sekuritas Indonesia Tbk,,RELI,AA458,Sekuritas / Securities,8. Finance,83. Securities Company,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 29, 2019","Purwantono, Sungkoro & Surja",Peter Surja,,"Purwantono, Suherman & Surja",Peter Surja,Ya / Yes,Ya / Yes
2018AuditRICYFinancialStatement2018TahunanRICYxlsx.xlsx,31 December 2018,,Ricky Putra Globalindo Tbk,,RICY,AA306,Umum / General,4. Miscellaneous Industry,"43. Textile, Garment",National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 22, 2019",Joachim Poltak Lian & Rekan,"Poltak Situmorang, CPA",,Joachim Poltak Lian & Rekan,"Poltak Situmorang, CPA",Ya / Yes,Ya / Yes
2018AuditRIGSFinancialStatement2018TahunanRIGSxlsx.xlsx,31 March 2019,,Rig Tenders Tbk,,RIGS,AA066,Infrastruktur / Infrastructure,"7. Infrastructure, Utilities And Transportation",74. Transportation,Foreign Corporation,Foreign Company,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-04-01,2019-03-31,2018-03-31,2017-04-01,2018-03-31,Dollar Amerika / USD,14189.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"June 28, 2019",Siddharta Widjaja & Rekan,"Lince Ledy SE, AK, CPA",1,Siddharta Widjaja & Rekan,Budi Susanto,Ya / Yes,Ya / Yes
2018AuditRIMOFinancialStatement2018TahunanRIMOxlsx.xlsx,31 December 2018,,PT Rimo International Lestari Tbk.,,RIMO,AA341,Umum / General,"9. Trade, Services & Investment",93. Retail Trade,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"April 25, 2019","Kanaka Puradiredja, Suhartono","Desman Parlindungan Lumban Tobing, S.E., Ak., CPA",,"Jamaludin, Aria, Sukimto & Rekan","Sempurna Bahri, Ak., CA., CPA., BKP",Ya / Yes,Ya / Yes
2018AuditRISEFinancialStatement2018TahunanRISExlsx.xlsx,31 December 2018,,PT Jaya Sukses Makmur Sentosa Tbk.,,RISE,AA832,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 15, 2019","Teramihardja, Pradhono & Chandra","Fitradewata Teramihardja, S.E., Ak., CPA",,"Teramihardja, Pradhono & Chandra","Fitradewata Teramihardja, S.E., Ak., CPA",Ya / Yes,Ya / Yes
2018AuditRMBAFinancialStatement2018TahunanRMBAxlsx.xlsx,31 December 2018,,Bentoel International Investama Tbk,,RMBA,AA067,Umum / General,5. Consumer Goods Industry,52. Tobacco Manufacturers,Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,2019-03-28,Satrio Bing Eny & Rekan,Riniek Winarsih,,Satrio Bing Eny & Rekan,Riniek Winarsih,Ya / Yes,Ya / Yes
2018AuditRODAFinancialStatement2018TahunanRODAxlsx.xlsx,31 December 2018,,Pikko Land Development Tbk,,RODA,AA372,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,"Sehubungan dengan penerapan PSAK 38 (Revisi 2012) tentang ""Kombinasi Bisnis Entitas Sepengendali"". Laporan posisi keuangan konsolidasian pada tanggal 31 Desember 2017 dan 1 Januari 2017/ 31 Desember 2016 serta laporan laba rugi dan penghasilan komprehensif lain dan laporan arus kas konsolidasian untuk tahun yang berakhir pada tanggal 31 Desember 2017, telah disajikan kembali seolah-olah transaksi kombinasi bisnis entitas sepengendali telah terjadi sejak tanggal 1 Januari 2017.",,"March 26, 2019","Amir Abadi Jusuf, Aryanto, Mawar & Rekan",Didik Wahyudianto,2,"Amir Abadi Jusuf, Aryanto, Mawar & Rekan",Didik Wahyudianto,Ya / Yes,Ya / Yes
2018AuditROTIFinancialStatement2018TahunanROTIxlsx.xlsx,31 December 2018,,PT Nippon Indosari Corpindo Tbk,,ROTI,AA551,Umum / General,5. Consumer Goods Industry,51. Food And Beverages,No Controlling Shareholder,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 13, 2019","Purwantono, Suherman & Surja",Feniwati Chendana,,"Purwantono, Suherman & Surja",Feniwati Chendana,Ya / Yes,Ya / Yes
